rounds,key,blocks,vars,clauses,literals,path
13,2,2,5584,16496,38320,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K2/instances/simon32_64_r13_key2_b2_base.cnf
13,2,4,9808,29104,67568,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K2/instances/simon32_64_r13_key2_b4_base.cnf
13,2,8,18256,54320,126064,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K2/instances/simon32_64_r13_key2_b8_base.cnf
13,3,1,3472,10192,23696,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K3/instances/simon32_64_r13_key3_b1_base.cnf
13,3,2,5584,16496,38320,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K3/instances/simon32_64_r13_key3_b2_base.cnf
13,3,4,9808,29104,67568,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K3/instances/simon32_64_r13_key3_b4_base.cnf
13,3,8,18256,54320,126064,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K3/instances/simon32_64_r13_key3_b8_base.cnf
13,4,1,3472,10192,23696,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K4/instances/simon32_64_r13_key4_b1_base.cnf
13,4,2,5584,16496,38320,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K4/instances/simon32_64_r13_key4_b2_base.cnf
13,4,4,9808,29104,67568,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K4/instances/simon32_64_r13_key4_b4_base.cnf
13,4,8,18256,54320,126064,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K4/instances/simon32_64_r13_key4_b8_base.cnf
13,5,1,3472,10192,23696,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K5/instances/simon32_64_r13_key5_b1_base.cnf
13,5,2,5584,16496,38320,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K5/instances/simon32_64_r13_key5_b2_base.cnf
13,5,4,9808,29104,67568,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K5/instances/simon32_64_r13_key5_b4_base.cnf
13,5,8,18256,54320,126064,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/13roundsCNF/K5/instances/simon32_64_r13_key5_b8_base.cnf
14,1,1,3776,11104,25824,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K1/instances/simon32_64_r14_key1_b1_base.cnf
14,1,2,6048,17888,41568,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K1/instances/simon32_64_r14_key1_b2_base.cnf
14,1,4,10592,31456,73056,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K1/instances/simon32_64_r14_key1_b4_base.cnf
14,1,8,19680,58592,136032,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K1/instances/simon32_64_r14_key1_b8_base.cnf
14,2,1,3776,11104,25824,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K2/instances/simon32_64_r14_key2_b1_base.cnf
14,2,2,6048,17888,41568,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K2/instances/simon32_64_r14_key2_b2_base.cnf
14,2,4,10592,31456,73056,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K2/instances/simon32_64_r14_key2_b4_base.cnf
14,2,8,19680,58592,136032,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K2/instances/simon32_64_r14_key2_b8_base.cnf
14,3,1,3776,11104,25824,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K3/instances/simon32_64_r14_key3_b1_base.cnf
14,3,2,6048,17888,41568,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K3/instances/simon32_64_r14_key3_b2_base.cnf
14,3,4,10592,31456,73056,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K3/instances/simon32_64_r14_key3_b4_base.cnf
14,3,8,19680,58592,136032,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K3/instances/simon32_64_r14_key3_b8_base.cnf
14,4,1,3776,11104,25824,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K4/instances/simon32_64_r14_key4_b1_base.cnf
14,4,2,6048,17888,41568,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K4/instances/simon32_64_r14_key4_b2_base.cnf
14,4,4,10592,31456,73056,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K4/instances/simon32_64_r14_key4_b4_base.cnf
14,4,8,19680,58592,136032,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K4/instances/simon32_64_r14_key4_b8_base.cnf
14,5,1,3776,11104,25824,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K5/instances/simon32_64_r14_key5_b1_base.cnf
14,5,2,6048,17888,41568,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K5/instances/simon32_64_r14_key5_b2_base.cnf
14,5,4,10592,31456,73056,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K5/instances/simon32_64_r14_key5_b4_base.cnf
14,5,8,19680,58592,136032,/home/balerso/Simon/Simon-Limitations/limitations/BASECNF/with_rk/14roundsCNF/K5/instances/simon32_64_r14_key5_b8_base.cnf
